prompt_idx,token_pos,token_text,layer_000,layer_001,layer_002,layer_003,layer_004,layer_005,layer_006,layer_007,layer_008,layer_009,layer_010,layer_011,layer_012,layer_013,layer_014,layer_015,layer_016,layer_017,layer_018,layer_019,layer_020,layer_021,layer_022,layer_023,layer_024,layer_025,layer_026,layer_027,layer_028,layer_029,layer_030,layer_031,layer_032,layer_033,layer_034,layer_035,layer_036,layer_037,layer_038,layer_039,layer_040,layer_041,layer_042,layer_043,layer_044,layer_045,layer_046,layer_047,layer_048,layer_049,layer_050,layer_051,layer_052,layer_053,layer_054,layer_055,layer_056,layer_057,layer_058,layer_059,layer_060,layer_061,layer_062,layer_063,layer_064
0,0,This,1.8114820718765259,83.12006378173828,132.91250610351562,157.8374481201172,154.66529846191406,16751.716796875,26559.296875,29607.34375,29607.1796875,29760.21484375,29759.986328125,29989.193359375,29989.14453125,30065.541015625,30065.201171875,30064.6015625,30068.201171875,30067.666015625,30067.087890625,30067.24609375,30071.876953125,30071.67578125,30071.76171875,30152.181640625,30153.01953125,30153.03125,30153.80078125,30153.58984375,30155.609375,30156.74609375,30157.359375,30157.513671875,30158.892578125,30161.396484375,30239.625,30241.46875,30413.9921875,30415.85546875,30568.794921875,30968.708984375,31133.3671875,31287.50390625,31441.994140625,31632.10546875,31624.857421875,31623.931640625,31623.30078125,31622.65625,31621.962890625,31621.478515625,31617.125,31614.744140625,31614.572265625,31611.578125,31609.9453125,31609.15625,31608.54296875,31450.826171875,31291.126953125,31048.375,30332.75,23584.85546875,21751.830078125,17583.111328125,160.17333984375
0,1, movie,1.560562014579773,73.21366119384766,80.60768127441406,89.25405883789062,96.7027587890625,111.50969696044922,144.88584899902344,155.92164611816406,164.80734252929688,177.41226196289062,200.7285919189453,218.07305908203125,228.101318359375,229.7041473388672,237.1790771484375,241.0799560546875,239.81358337402344,241.55796813964844,244.095703125,247.94619750976562,258.9120788574219,262.4568786621094,265.3111572265625,269.02740478515625,272.877197265625,277.7632141113281,281.1595458984375,282.11614990234375,284.5209045410156,290.34686279296875,304.0078430175781,308.14776611328125,311.06103515625,314.36029052734375,317.6791076660156,326.1562805175781,337.1771545410156,343.38238525390625,336.5295104980469,342.6103820800781,347.7860412597656,355.5895080566406,355.3430480957031,354.5797119140625,362.55767822265625,381.30035400390625,412.60791015625,441.7221374511719,456.3076477050781,481.3789978027344,546.8397827148438,563.7366333007812,589.825439453125,622.5179443359375,662.17041015625,697.3040161132812,730.3613891601562,781.602294921875,831.133544921875,881.8832397460938,964.78662109375,1059.5836181640625,1335.6583251953125,1969.041015625,192.8277587890625
0,2, was,1.746109127998352,60.1631965637207,71.29468536376953,77.36077117919922,82.50670623779297,95.37731170654297,110.55875396728516,114.7847671508789,120.5733642578125,128.14163208007812,142.84596252441406,152.7519073486328,165.30235290527344,170.52513122558594,175.51605224609375,175.68685913085938,178.85287475585938,187.2168731689453,192.8558349609375,194.90310668945312,200.94400024414062,209.0508270263672,209.51913452148438,211.6160125732422,218.52061462402344,225.43112182617188,235.14785766601562,239.08236694335938,240.7722930908203,241.0418243408203,244.69065856933594,245.35658264160156,240.07110595703125,247.50100708007812,248.5485382080078,252.5440216064453,258.8165283203125,272.4524841308594,267.6881408691406,275.38983154296875,281.11932373046875,293.7486877441406,293.5076599121094,302.6132507324219,320.14208984375,322.9070739746094,356.4778137207031,394.8519592285156,423.1792907714844,457.653076171875,523.479248046875,563.0269165039062,623.7105712890625,702.7479858398438,772.7020874023438,838.1845092773438,912.8087768554688,1031.079345703125,1121.417724609375,1209.880126953125,1332.6939697265625,1478.54296875,1722.2041015625,2363.17529296875,200.3953857421875
0,3, absolutely,1.5184658765792847,56.5717887878418,62.308197021484375,71.63272857666016,115.58818817138672,128.2462158203125,131.17347717285156,134.13113403320312,143.42843627929688,150.60255432128906,160.05918884277344,174.1650390625,185.21360778808594,189.3168487548828,199.73387145996094,205.1929931640625,204.73312377929688,206.57151794433594,207.63458251953125,205.8316650390625,206.83070373535156,210.7011260986328,213.19920349121094,213.96578979492188,217.83885192871094,217.7408447265625,220.1868133544922,228.0159912109375,229.06788635253906,228.112548828125,226.85049438476562,230.18663024902344,239.86708068847656,244.86671447753906,247.78323364257812,244.6560516357422,243.933837890625,245.71311950683594,248.2564239501953,259.45611572265625,264.8089904785156,281.1262512207031,282.4270935058594,291.0406799316406,306.89923095703125,326.4991760253906,349.91522216796875,372.500244140625,403.42559814453125,446.3882751464844,500.7752990722656,551.5306396484375,606.1309814453125,673.994140625,767.260986328125,817.3241577148438,904.39111328125,1017.0692138671875,1099.4927978515625,1196.1309814453125,1290.543212890625,1445.6668701171875,1682.850830078125,2246.376953125,179.5042266845703
0,4, fantastic,1.4691025018692017,67.50900268554688,73.13260650634766,78.20089721679688,89.69852447509766,117.372314453125,123.71733093261719,134.1209716796875,137.0520782470703,142.08053588867188,148.20176696777344,167.10894775390625,177.45217895507812,183.6656036376953,193.3294677734375,198.5446319580078,200.52713012695312,202.67681884765625,203.9121551513672,208.06016540527344,207.4678955078125,211.90261840820312,213.3481903076172,217.0136260986328,217.85809326171875,218.28488159179688,218.7928466796875,223.2404327392578,228.1441192626953,236.21484375,245.15115356445312,254.98696899414062,264.2185363769531,269.3055114746094,269.9463195800781,268.0928039550781,270.644287109375,279.6229248046875,284.9701843261719,295.9129333496094,308.1876220703125,318.16253662109375,312.4286804199219,320.6753845214844,357.0409240722656,379.2885437011719,409.734375,419.6933898925781,441.0081787109375,466.0866394042969,512.0248413085938,535.4895629882812,598.458251953125,642.5411376953125,700.4661254882812,732.2601928710938,804.0709228515625,886.7977294921875,934.8773193359375,1010.489990234375,1105.294677734375,1253.5404052734375,1452.859375,2206.594482421875,219.73797607421875
0,5, and,1.5918916463851929,50.354610443115234,64.28610229492188,74.35383605957031,79.31273651123047,85.87559509277344,94.43153381347656,98.47052764892578,106.7955093383789,110.0751953125,119.43759155273438,131.673828125,145.49502563476562,148.13446044921875,152.391845703125,154.9971466064453,154.7527618408203,166.27572631835938,171.8812255859375,174.8601531982422,174.93060302734375,184.24241638183594,186.98370361328125,188.2481689453125,194.89559936523438,199.04580688476562,201.58255004882812,203.63717651367188,208.9490203857422,208.9265594482422,209.21646118164062,207.94613647460938,206.98052978515625,211.07391357421875,212.87725830078125,218.38706970214844,215.95050048828125,218.15872192382812,219.60311889648438,220.34999084472656,223.6015167236328,241.5625762939453,234.74298095703125,234.0180206298828,257.2130432128906,281.1676940917969,303.2917175292969,342.1217956542969,394.00750732421875,434.65283203125,487.64105224609375,529.1581420898438,582.4186401367188,653.643310546875,724.6190795898438,781.312255859375,869.7406005859375,977.273681640625,1060.263671875,1152.2117919921875,1274.345458984375,1401.0621337890625,1604.0078125,2147.45703125,200.3129425048828
0,6, I,1.7883738279342651,46.6571159362793,56.743125915527344,69.5157699584961,76.0438461303711,85.5638427734375,95.13304138183594,104.26346588134766,120.44731903076172,125.0076675415039,131.99134826660156,145.32376098632812,156.74725341796875,154.16744995117188,154.29396057128906,156.39488220214844,161.47850036621094,166.4192352294922,167.0441436767578,167.9959716796875,165.38973999023438,172.97108459472656,174.67723083496094,174.76573181152344,181.0096893310547,186.9476318359375,190.15870666503906,193.2596435546875,197.88198852539062,201.9744873046875,202.21307373046875,202.50848388671875,209.1683807373047,212.28285217285156,218.6408233642578,223.9243927001953,221.56483459472656,219.86280822753906,219.91571044921875,222.36907958984375,229.15676879882812,246.34243774414062,242.20419311523438,246.54693603515625,263.1329040527344,295.9134826660156,309.9290771484375,354.1076965332031,397.0707092285156,426.97467041015625,477.1195068359375,518.4364624023438,572.5086669921875,646.433349609375,703.8193359375,757.6873779296875,831.5040893554688,925.8012084960938,1012.4258422851562,1098.0635986328125,1221.3876953125,1334.9190673828125,1597.9918212890625,2218.27734375,193.36270141601562
1,0,I,1.7927602529525757,64.8802719116211,101.74549102783203,121.40176391601562,116.03968048095703,10295.001953125,19920.95703125,22924.41015625,23001.150390625,23079.109375,23117.15234375,23348.009765625,23348.078125,23425.748046875,23463.912109375,23541.001953125,23623.47265625,23701.3125,23739.673828125,23739.783203125,23821.90234375,23899.6171875,23899.61328125,23981.3203125,24021.99609375,24021.84765625,24022.458984375,24022.62109375,24063.0703125,24102.900390625,24104.005859375,24104.919921875,24184.22265625,24263.919921875,24343.017578125,24383.603515625,24556.720703125,24636.62890625,24676.03125,25114.623046875,25281.052734375,25359.6796875,25398.474609375,25589.78515625,25586.728515625,25664.486328125,25703.859375,25703.517578125,25701.900390625,25701.470703125,25697.560546875,25694.822265625,25694.091796875,25690.619140625,25687.650390625,25685.916015625,25605.107421875,25523.62109375,25362.203125,25153.783203125,24667.96484375,19199.138671875,17662.705078125,15274.982421875,146.71473693847656
1,1, am,1.7192938327789307,65.32347869873047,77.47897338867188,81.22871398925781,89.25364685058594,107.4115982055664,127.94585418701172,134.7628173828125,138.04248046875,148.45529174804688,174.70257568359375,201.67172241210938,209.36485290527344,214.6059112548828,221.7299041748047,225.0982208251953,223.28648376464844,222.54014587402344,226.36428833007812,228.93634033203125,232.26303100585938,234.41305541992188,235.0442352294922,241.21571350097656,242.5760955810547,241.80337524414062,243.3323211669922,247.18666076660156,254.53012084960938,259.64288330078125,263.1222839355469,270.3221435546875,272.9827575683594,277.2666320800781,286.4170227050781,288.0471496582031,292.4825744628906,296.095947265625,295.1753845214844,304.7120361328125,315.3658447265625,321.77752685546875,316.90606689453125,326.22808837890625,339.92913818359375,362.1196594238281,382.6382751464844,412.91107177734375,443.769775390625,477.32891845703125,527.1558837890625,564.434326171875,616.1874389648438,680.9310913085938,746.0975341796875,795.512939453125,858.8438720703125,917.896728515625,970.2606811523438,1032.765380859375,1117.878662109375,1222.7314453125,1487.7431640625,2171.709228515625,205.38658142089844
1,2, so,1.7417511940002441,58.638633728027344,65.94225311279297,73.10411834716797,89.6371078491211,101.72929382324219,110.62153625488281,118.44661712646484,120.37132263183594,129.09805297851562,144.5309295654297,166.0038604736328,178.06834411621094,191.1717987060547,201.40591430664062,211.55429077148438,211.8875732421875,211.3268280029297,216.42572021484375,216.20867919921875,216.8910675048828,220.48207092285156,219.6372833251953,223.19851684570312,226.89231872558594,229.25111389160156,232.29412841796875,235.93362426757812,241.64599609375,242.78184509277344,240.3365936279297,242.54298400878906,247.9483642578125,255.7865447998047,264.6640319824219,266.7092590332031,266.525390625,266.3583068847656,266.2986755371094,269.98443603515625,273.79815673828125,291.55267333984375,288.3509826660156,291.88421630859375,305.8026428222656,337.0352478027344,353.21490478515625,378.46337890625,421.17950439453125,451.7534484863281,511.8624267578125,558.9044799804688,642.0479736328125,718.9269409179688,800.5405883789062,858.0057983398438,939.4360961914062,1015.4409790039062,1101.401123046875,1207.9127197265625,1325.68603515625,1465.41357421875,1745.4449462890625,2371.51513671875,160.52880859375
