prompt_idx,token_pos,token_text,delta_000_to_001,delta_001_to_002,delta_002_to_003,delta_003_to_004,delta_004_to_005,delta_005_to_006,delta_006_to_007,delta_007_to_008,delta_008_to_009,delta_009_to_010,delta_010_to_011,delta_011_to_012,delta_012_to_013,delta_013_to_014,delta_014_to_015,delta_015_to_016,delta_016_to_017,delta_017_to_018,delta_018_to_019,delta_019_to_020,delta_020_to_021,delta_021_to_022,delta_022_to_023,delta_023_to_024,delta_024_to_025,delta_025_to_026,delta_026_to_027,delta_027_to_028
0,0,2,41.40202331542969,44.968868255615234,33.53485870361328,43.88203048706055,38.06977081298828,76.62543487548828,41.469703674316406,31.242952346801758,30.60930633544922,32.14589309692383,47.82989501953125,33.36905288696289,31.061138153076172,38.48741912841797,32.758644104003906,34.319725036621094,28.80434799194336,38.4840087890625,49.98102569580078,113.21903228759766,77.53034210205078,111.8587646484375,207.60440063476562,128.56179809570312,162.0292510986328,189.68197631835938,407.98974609375,927.1854858398438
0,1, +,30.235092163085938,1960.8582763671875,2951.25146484375,38.32392120361328,110.22746276855469,46.46942901611328,29.021682739257812,41.376953125,40.5313720703125,27.439998626708984,27.198013305664062,24.977590560913086,21.306669235229492,28.95736312866211,24.705318450927734,13.98427677154541,21.362733840942383,22.16712760925293,18.05215835571289,16.499774932861328,32.3763427734375,33.98211669921875,39.56782531738281,62.24419403076172,137.860107421875,422.895751953125,2429.904541015625,2403.434814453125
0,2, ,28.857818603515625,28.20560073852539,32.30698013305664,25.954160690307617,38.972007751464844,27.5014705657959,32.97001266479492,41.77800369262695,35.73633575439453,40.605735778808594,30.300268173217773,28.86581039428711,24.58603858947754,30.324481964111328,32.53361892700195,27.211111068725586,25.327911376953125,28.815044403076172,37.992549896240234,61.09657287597656,61.86728286743164,82.0968017578125,93.45201873779297,88.82268524169922,116.04753112792969,121.58146667480469,152.01356506347656,523.5016479492188
0,3,2,33.626949310302734,20.22652816772461,23.96084976196289,23.238506317138672,29.675691604614258,26.50384521484375,35.23579025268555,33.25716781616211,31.24473762512207,34.803672790527344,30.041067123413086,31.58479881286621,25.3521671295166,28.62272071838379,31.596946716308594,28.135534286499023,24.826393127441406,27.400449752807617,40.159934997558594,62.655975341796875,55.202476501464844,76.94792175292969,93.2032699584961,91.10356140136719,131.44667053222656,101.7663803100586,169.30978393554688,538.4566650390625
0,4, =,31.95367431640625,18.862640380859375,31.49212074279785,17.9768123626709,29.011920928955078,23.249897003173828,30.902435302734375,34.131134033203125,39.36405563354492,38.09698486328125,41.43730926513672,31.327199935913086,25.56587028503418,30.58201026916504,27.218521118164062,29.93175506591797,28.889768600463867,31.150218963623047,42.96625518798828,49.5672492980957,57.86114501953125,87.56007385253906,92.88594818115234,89.2086410522461,154.9395294189453,115.84750366210938,198.7418212890625,566.44970703125
1,0,1,39.29743576049805,46.5655632019043,23.815099716186523,30.13913345336914,44.56745910644531,66.11563110351562,37.93202590942383,33.290809631347656,32.80290222167969,30.057601928710938,39.490325927734375,33.32038116455078,33.3334846496582,34.3198127746582,37.54917526245117,36.99760437011719,36.58784103393555,46.476566314697266,46.579978942871094,102.63732147216797,77.71427917480469,111.79702758789062,187.35475158691406,126.1159896850586,141.44921875,197.24972534179688,384.8114318847656,842.7853393554688
1,1, +,31.316070556640625,489.3999328613281,2948.96484375,41.21860122680664,102.78424835205078,39.784942626953125,33.334693908691406,31.025650024414062,34.87806701660156,29.916759490966797,23.682933807373047,26.384784698486328,22.978073120117188,26.244035720825195,13.454061508178711,15.542261123657227,17.172866821289062,19.16945457458496,22.34958839416504,22.70014190673828,28.220670700073242,36.00364685058594,43.78764724731445,60.90483474731445,107.45292663574219,361.71954345703125,2079.929931640625,1422.605224609375
1,2, ,28.98675537109375,26.46466064453125,30.408172607421875,25.31460189819336,37.98370361328125,28.10262107849121,31.9580078125,36.348636627197266,32.93384552001953,40.46840286254883,28.03302764892578,28.907188415527344,27.48714828491211,29.01188850402832,32.60215377807617,27.557851791381836,25.608823776245117,29.694320678710938,38.19784164428711,54.262176513671875,58.76856994628906,77.74454498291016,93.56494140625,83.06344604492188,116.21415710449219,141.7025146484375,163.21310424804688,540.7673950195312
1,3,3,32.16927719116211,18.443384170532227,22.295108795166016,18.503955841064453,34.234588623046875,25.953245162963867,34.923370361328125,30.873394012451172,28.81935691833496,31.336505889892578,27.363759994506836,32.19752883911133,27.925098419189453,28.551557540893555,27.846660614013672,30.913442611694336,25.642467498779297,30.994287490844727,41.00055694580078,53.150394439697266,53.62168502807617,88.66682434082031,86.81902313232422,82.97409057617188,123.71101379394531,105.91771697998047,186.12278747558594,558.4208984375
1,4, =,32.155216217041016,18.05358123779297,29.773231506347656,17.9859676361084,29.487728118896484,24.046062469482422,31.072725296020508,30.727252960205078,36.58353805541992,37.87465286254883,40.448936462402344,32.11244583129883,26.382585525512695,33.609771728515625,30.696008682250977,31.733787536621094,30.348350524902344,33.72494888305664,48.57322311401367,49.643795013427734,64.14328002929688,90.51558685302734,106.0110092163086,98.07728576660156,168.08946228027344,129.7787322998047,204.2362060546875,566.809814453125
