prompt_idx,token_pos,token_text,cos_000_to_001,cos_001_to_002,cos_002_to_003,cos_003_to_004,cos_004_to_005,cos_005_to_006,cos_006_to_007,cos_007_to_008,cos_008_to_009,cos_009_to_010,cos_010_to_011,cos_011_to_012,cos_012_to_013,cos_013_to_014,cos_014_to_015,cos_015_to_016,cos_016_to_017,cos_017_to_018,cos_018_to_019,cos_019_to_020,cos_020_to_021,cos_021_to_022,cos_022_to_023,cos_023_to_024,cos_024_to_025,cos_025_to_026,cos_026_to_027,cos_027_to_028
0,0,2,-0.06176316738128662,0.7694648504257202,0.9067113995552063,0.9051399230957031,0.9371971487998962,0.879876971244812,0.9647238850593567,0.9802112579345703,0.980776309967041,0.978206992149353,0.9648355841636658,0.9829257726669312,0.9854366779327393,0.9812608361244202,0.9874671101570129,0.9881757497787476,0.9910409450531006,0.984404981136322,0.9777920246124268,0.9151739478111267,0.9669791460037231,0.9631449580192566,0.9043394327163696,0.967703104019165,0.9690638780593872,0.9643884301185608,0.9274922013282776,0.3276831805706024
0,1, +,-0.022798046469688416,0.3826885521411896,0.9871291518211365,0.9999720454216003,0.9999653100967407,0.9999627470970154,0.9999890327453613,0.9999783039093018,0.9999816417694092,0.9999905824661255,0.9999908804893494,0.9999891519546509,0.9999926090240479,0.9999886751174927,0.9999936819076538,0.9999963045120239,0.9999926090240479,0.9999918341636658,0.9999938607215881,0.9999949336051941,0.9999852776527405,0.999978244304657,0.9999819397926331,0.9999614953994751,0.9998513460159302,0.9988117218017578,0.9454099535942078,0.259808748960495
0,2, ,0.006460836622864008,0.7159652709960938,0.711470365524292,0.8562762141227722,0.782805860042572,0.9002875685691833,0.8571609258651733,0.8539695739746094,0.9056146144866943,0.9015437960624695,0.9515519738197327,0.9578461050987244,0.971346914768219,0.9628172516822815,0.9628651738166809,0.9749531149864197,0.9787313342094421,0.9734828472137451,0.9609130024909973,0.9129504561424255,0.9312939643859863,0.9335629343986511,0.9388620853424072,0.955410361289978,0.9654815196990967,0.9698724150657654,0.9715200662612915,0.2480560541152954
0,3,2,-0.03006851114332676,0.8781993985176086,0.8516752123832703,0.885908842086792,0.853766679763794,0.8979055881500244,0.8574567437171936,0.8929912447929382,0.9126406908035278,0.91107577085495,0.9415934085845947,0.9462602138519287,0.9677119255065918,0.9624519348144531,0.9638144969940186,0.9743383526802063,0.9801368117332458,0.9772012233734131,0.9640281796455383,0.9267958402633667,0.9548456072807312,0.9532151222229004,0.9489296674728394,0.9616292715072632,0.9659816026687622,0.9778997898101807,0.9630180597305298,0.25048327445983887
0,4, =,-0.048425983637571335,0.8776044845581055,0.7562612295150757,0.932138204574585,0.8513762354850769,0.9110782146453857,0.8682539463043213,0.8692805767059326,0.8556059002876282,0.8870100975036621,0.9061970114707947,0.9474896192550659,0.9659451246261597,0.9585679173469543,0.9687506556510925,0.9694554805755615,0.9719885587692261,0.9718471765518188,0.9595451354980469,0.9517898559570312,0.9462432861328125,0.9396399855613708,0.9411105513572693,0.9585598111152649,0.9514788389205933,0.9686011672019958,0.9594530463218689,0.2731066346168518
1,0,1,-0.03581085428595543,0.7548731565475464,0.9400861263275146,0.9184485673904419,0.8449084162712097,0.822425365447998,0.9460963606834412,0.9583665132522583,0.9574977159500122,0.9649220705032349,0.9529468417167664,0.9666077494621277,0.9670872688293457,0.966775119304657,0.9651311635971069,0.9722540378570557,0.9723778963088989,0.9615675806999207,0.9653076529502869,0.8839800953865051,0.9507564902305603,0.9436349868774414,0.8996729254722595,0.9610764384269714,0.9678876996040344,0.9515137672424316,0.9210376143455505,0.36373209953308105
1,1, +,-0.02641531452536583,0.43074673414230347,0.9728974103927612,0.9999349117279053,0.9999567866325378,0.999941885471344,0.9999735951423645,0.9999744892120361,0.9999738335609436,0.9999770522117615,0.9999859929084778,0.9999796152114868,0.999986469745636,0.9999799132347107,0.9999940991401672,0.9999910593032837,0.9999898076057434,0.9999868869781494,0.9999820590019226,0.9999836683273315,0.9999731779098511,0.9999538660049438,0.9999561905860901,0.9999297857284546,0.9997897744178772,0.9983394742012024,0.8747191429138184,0.1952379196882248
1,2, ,0.004790911450982094,0.7343723177909851,0.7237207889556885,0.8504192233085632,0.7822065353393555,0.8907843828201294,0.8566327095031738,0.8526812195777893,0.8939679265022278,0.8838337659835815,0.9496820569038391,0.9506897330284119,0.9604871273040771,0.9607771635055542,0.9604434370994568,0.9718504548072815,0.9764187932014465,0.9702519178390503,0.9591971039772034,0.9301887154579163,0.9395653009414673,0.9409322738647461,0.9388436675071716,0.9609655141830444,0.9645747542381287,0.9645817875862122,0.9680307507514954,0.28497323393821716
1,3,3,-0.0261674914509058,0.8874394297599792,0.8598597645759583,0.9165979623794556,0.80870521068573,0.9027256965637207,0.8539597988128662,0.8994556665420532,0.914987325668335,0.917718231678009,0.9432761669158936,0.9389216303825378,0.9600706696510315,0.9604248404502869,0.9659945368766785,0.9684926867485046,0.9781296849250793,0.9715690612792969,0.9636646509170532,0.9524166584014893,0.9562556743621826,0.9431934356689453,0.9582176804542542,0.9678561687469482,0.970486581325531,0.9758520722389221,0.9628196358680725,0.2597723603248596
1,4, =,-0.05180047079920769,0.8841015100479126,0.766998291015625,0.9278779029846191,0.847784698009491,0.9050920009613037,0.8595784902572632,0.8840988874435425,0.8605631589889526,0.8744564652442932,0.9052643775939941,0.9408796429634094,0.9610919952392578,0.9477325677871704,0.959071934223175,0.9653440713882446,0.9681311249732971,0.9652714133262634,0.9528634548187256,0.9506052732467651,0.9328505992889404,0.9305794835090637,0.9194886088371277,0.9465711712837219,0.9376949071884155,0.9603215456008911,0.9560655355453491,0.30232492089271545
2,0,8,-0.014405719935894012,0.7753106355667114,0.9207364320755005,0.8334558010101318,0.8838182687759399,0.8032127618789673,0.9477255940437317,0.971344530582428,0.9726346731185913,0.971635639667511,0.9545100331306458,0.9752416610717773,0.9793152809143066,0.9787725806236267,0.9830207228660583,0.9855641722679138,0.9886351823806763,0.9808716773986816,0.9762223362922668,0.8502776622772217,0.9597934484481812,0.9553148746490479,0.9323522448539734,0.9571191072463989,0.9622098803520203,0.9332744479179382,0.923686146736145,0.39297547936439514
2,1, -,0.0013732464285567403,0.42465752363204956,0.9624122381210327,0.9999285340309143,0.9999560117721558,0.999940037727356,0.9999719858169556,0.9999725222587585,0.9999738335609436,0.9999775290489197,0.9999858736991882,0.9999787211418152,0.99998539686203,0.9999799728393555,0.9999938011169434,0.9999904036521912,0.9999887943267822,0.9999855160713196,0.9999788999557495,0.9999812841415405,0.999970018863678,0.9999415874481201,0.9999561309814453,0.9999287128448486,0.9997850656509399,0.998304545879364,0.8788807988166809,0.18182827532291412
2,2, ,-0.005243097897619009,0.7903472185134888,0.7799934148788452,0.8800449967384338,0.7766253352165222,0.8575447201728821,0.8561962842941284,0.8701518774032593,0.9034629464149475,0.9138578176498413,0.9557608366012573,0.9539604187011719,0.9677239656448364,0.9548947811126709,0.9690822958946228,0.9794743657112122,0.976552426815033,0.9765716195106506,0.9631776809692383,0.942581832408905,0.9422923922538757,0.9396202564239502,0.9414672255516052,0.9695107936859131,0.969743549823761,0.9651640057563782,0.969970703125,0.2825315594673157
2,3,4,-0.02860839292407036,0.8799832463264465,0.8827481865882874,0.9207556247711182,0.8314085602760315,0.8816909790039062,0.8711774945259094,0.8945147395133972,0.9191908240318298,0.9337871074676514,0.9519259333610535,0.9378282427787781,0.953272819519043,0.9565865993499756,0.9707398414611816,0.9727272987365723,0.9813351631164551,0.9739298224449158,0.9633923172950745,0.9550858736038208,0.9684498906135559,0.9482377171516418,0.9576783180236816,0.9715030789375305,0.9729293584823608,0.9781335592269897,0.964424729347229,0.2829059958457947
