prompt_idx,token_pos,token_text,delta_000_to_001,delta_001_to_002,delta_002_to_003,delta_003_to_004,delta_004_to_005,delta_005_to_006,delta_006_to_007,delta_007_to_008,delta_008_to_009,delta_009_to_010,delta_010_to_011,delta_011_to_012,delta_012_to_013,delta_013_to_014,delta_014_to_015,delta_015_to_016,delta_016_to_017,delta_017_to_018,delta_018_to_019,delta_019_to_020,delta_020_to_021,delta_021_to_022,delta_022_to_023,delta_023_to_024,delta_024_to_025,delta_025_to_026,delta_026_to_027,delta_027_to_028,delta_028_to_029,delta_029_to_030,delta_030_to_031,delta_031_to_032,delta_032_to_033,delta_033_to_034,delta_034_to_035,delta_035_to_036,delta_036_to_037,delta_037_to_038,delta_038_to_039,delta_039_to_040,delta_040_to_041,delta_041_to_042,delta_042_to_043,delta_043_to_044,delta_044_to_045,delta_045_to_046,delta_046_to_047,delta_047_to_048,delta_048_to_049,delta_049_to_050,delta_050_to_051,delta_051_to_052,delta_052_to_053,delta_053_to_054,delta_054_to_055,delta_055_to_056,delta_056_to_057,delta_057_to_058,delta_058_to_059,delta_059_to_060,delta_060_to_061,delta_061_to_062,delta_062_to_063,delta_063_to_064
0,0,The,68.76312255859375,59.21368408203125,41.572021484375,39.446720123291016,17375.859375,9900.5908203125,3130.3857421875,29.21635627746582,187.28451538085938,23.238636016845703,301.0015563964844,21.69784927368164,136.08108520507812,30.454030990600586,40.68977737426758,57.318450927734375,34.61113739013672,28.656545639038086,21.506980895996094,64.61585998535156,35.45481491088867,26.601226806640625,141.36691284179688,40.18537521362305,19.11133575439453,27.801532745361328,28.93468475341797,46.497520446777344,46.67789840698242,35.609291076660156,28.984521865844727,46.25530242919922,61.05482482910156,140.3009796142578,51.682926177978516,297.4945068359375,66.362060546875,201.9181365966797,412.27960205078125,197.5082244873047,185.770751953125,185.87295532226562,207.82656860351562,61.71224594116211,44.42527389526367,32.6334342956543,32.542728424072266,35.28879165649414,30.966381072998047,80.42793273925781,48.88660430908203,46.842185974121094,52.099395751953125,50.883460998535156,47.35399627685547,52.194942474365234,192.05982971191406,199.62722778320312,310.9961853027344,818.7969970703125,6927.68212890625,2093.469482421875,4636.60400390625,18118.314453125
0,1, capital,73.20962524414062,19.603971481323242,19.831886291503906,27.542098999023438,38.10002517700195,30.79096794128418,32.183406829833984,43.083492279052734,70.06717681884766,51.93344497680664,49.04720687866211,47.95960998535156,51.925933837890625,53.21854782104492,52.5389404296875,52.87859344482422,47.888214111328125,42.67881774902344,42.16326904296875,40.065635681152344,39.618385314941406,40.78410720825195,38.4580192565918,36.59281921386719,32.08544158935547,35.805946350097656,38.984046936035156,39.97429275512695,40.229400634765625,39.95949172973633,69.0526123046875,46.863529205322266,55.04482650756836,54.294891357421875,49.19546890258789,46.73048400878906,43.01464080810547,45.09576416015625,40.93928527832031,43.4642448425293,43.678592681884766,43.33500289916992,52.24873733520508,56.916534423828125,64.40744018554688,57.84962463378906,89.24974822998047,62.899044036865234,72.07977294921875,181.1079864501953,110.9947509765625,211.4529266357422,148.6038055419922,172.23497009277344,183.00619506835938,211.6490936279297,205.32688903808594,238.7205352783203,239.70440673828125,289.2767333984375,319.60394287109375,464.2885437011719,833.9478759765625,2096.258056640625
0,2, of,60.471256256103516,17.451095581054688,16.29849624633789,22.45549774169922,35.82942199707031,29.618144989013672,31.46889305114746,37.244384765625,72.44174194335938,60.59075164794922,47.57990264892578,50.112335205078125,56.88323974609375,56.66254806518555,58.231163024902344,61.31678771972656,56.7921142578125,51.79506301879883,49.842220306396484,48.900264739990234,50.066864013671875,50.828224182128906,46.10708999633789,45.1109619140625,40.6313362121582,45.138671875,50.348350524902344,51.501609802246094,52.29985809326172,52.376033782958984,59.899444580078125,54.002201080322266,72.28546905517578,68.73540496826172,65.0372543334961,62.51398468017578,61.5608024597168,57.52509307861328,57.499996185302734,53.754364013671875,52.15132141113281,54.57564926147461,65.477294921875,67.24009704589844,85.61387634277344,69.5693359375,81.53705596923828,87.7119140625,104.59729766845703,136.4719696044922,123.48970794677734,144.85414123535156,133.6638946533203,138.4196319580078,152.4749298095703,145.68133544921875,153.65103149414062,181.41229248046875,187.48117065429688,220.77175903320312,258.0953674316406,401.29998779296875,773.9019165039062,1968.4710693359375
0,3, France,51.09894943237305,14.703580856323242,24.745176315307617,21.764278411865234,41.570526123046875,36.441749572753906,27.72304344177246,28.0620174407959,42.296104431152344,36.45645523071289,46.18635177612305,46.3356819152832,57.942569732666016,61.27592468261719,59.08932876586914,76.88993072509766,65.83509826660156,55.76214599609375,50.35517501831055,53.16371154785156,48.72836685180664,48.600555419921875,50.23069763183594,44.413780212402344,43.365562438964844,44.6252326965332,50.912445068359375,49.419681549072266,48.13648986816406,47.6540412902832,51.992156982421875,54.504058837890625,80.57180786132812,63.49686050415039,62.83477020263672,65.21044921875,67.06217193603516,62.373626708984375,61.943153381347656,51.680419921875,55.666595458984375,51.930213928222656,59.059085845947266,72.85450744628906,79.02400970458984,77.08866119384766,68.7923355102539,73.7240219116211,83.72289276123047,122.9074935913086,95.39159393310547,111.64118957519531,92.85026550292969,101.58503723144531,97.1705093383789,130.4666290283203,143.78065490722656,130.036376953125,134.3292694091797,201.00917053222656,200.85626220703125,335.9581298828125,878.1450805664062,1939.080810546875
0,4, is,49.94291305541992,21.40409278869629,14.320636749267578,19.539752960205078,36.95724868774414,33.039363861083984,31.94472885131836,32.895999908447266,45.137699127197266,54.290496826171875,41.262611389160156,44.91571044921875,62.71815872192383,56.15447235107422,57.989723205566406,65.44647216796875,70.22053527832031,59.38706970214844,52.784324645996094,55.54862976074219,56.498565673828125,55.5162239074707,50.258567810058594,48.83498001098633,46.869041442871094,51.09870147705078,63.90273666381836,59.70427703857422,63.50377655029297,66.30889892578125,65.58385467529297,63.372989654541016,80.4876480102539,77.46028900146484,73.43440246582031,64.73177337646484,72.02177429199219,65.6926498413086,61.06440353393555,55.359710693359375,59.49290084838867,58.713436126708984,68.29743194580078,72.43238067626953,81.52583312988281,77.00775909423828,78.62384033203125,89.87600708007812,90.6156005859375,114.67035675048828,104.97265625,156.514892578125,122.26561737060547,135.77810668945312,149.5616455078125,180.87330627441406,175.60096740722656,164.8498992919922,185.20770263671875,240.810302734375,248.22459411621094,354.5879821777344,844.6807250976562,1978.441650390625
1,0,Die,84.72930908203125,32.86078643798828,38.143577575683594,63.78768539428711,14395.7314453125,9915.6279296875,3129.885986328125,70.70024871826172,151.12646484375,23.403921127319336,300.7974548339844,21.234392166137695,136.55538940429688,30.26261329650879,39.52086639404297,57.299354553222656,33.65046691894531,28.54098129272461,21.33955955505371,64.27462005615234,35.05864715576172,26.602575302124023,141.24163818359375,40.23580551147461,19.145463943481445,27.421037673950195,28.67636489868164,46.562889099121094,46.44038009643555,35.480464935302734,28.96143341064453,46.27045440673828,61.063385009765625,140.1803741455078,51.699615478515625,297.30877685546875,64.44634246826172,201.2296905517578,412.2223815917969,197.7129364013672,185.75119018554688,186.02294921875,207.34646606445312,57.987037658691406,44.26933288574219,32.52132034301758,31.786052703857422,34.83671188354492,31.190216064453125,78.00188446044922,46.574737548828125,47.643043518066406,50.47007369995117,51.30140686035156,48.00961685180664,53.27042770385742,191.35296630859375,198.87380981445312,310.5090637207031,644.1172485351562,6593.13134765625,1978.9874267578125,3795.1728515625,16566.158203125
1,1, Haupt,76.89654541015625,21.466381072998047,25.109018325805664,44.74090576171875,48.98259353637695,42.58580780029297,83.84532928466797,39.058509826660156,52.334964752197266,59.14717102050781,50.54789733886719,50.439231872558594,64.2174072265625,58.74468231201172,56.231658935546875,52.719322204589844,50.85321044921875,44.91314697265625,50.86115646362305,51.30513000488281,39.674827575683594,41.98931884765625,37.345088958740234,41.699798583984375,34.353271484375,32.98639678955078,37.11888122558594,39.62471389770508,41.53628921508789,41.556270599365234,42.32004928588867,42.8113899230957,57.24681091308594,50.09209442138672,48.51755142211914,48.41664505004883,42.98436737060547,47.06170654296875,45.249290466308594,48.98925018310547,50.57306671142578,34.810630798339844,43.42546081542969,43.08832931518555,56.209503173828125,62.284297943115234,59.53926467895508,69.25082397460938,67.70222473144531,124.17134094238281,117.57316589355469,171.8188018798828,163.75436401367188,172.28517150878906,163.41282653808594,182.09597778320312,204.95413208007812,200.55674743652344,228.2528533935547,284.1558532714844,390.25439453125,540.5263671875,884.8378295898438,1977.450927734375
1,2,stadt,67.64680480957031,19.13001251220703,23.608570098876953,43.3846549987793,66.73544311523438,48.01613998413086,90.31344604492188,38.436336517333984,75.465576171875,48.704559326171875,48.9987678527832,58.72502517700195,67.84020233154297,58.89581298828125,61.56192398071289,70.59075164794922,64.41858673095703,54.29810333251953,52.8470573425293,50.96505355834961,51.077857971191406,51.583038330078125,51.16476821899414,48.641353607177734,44.02607345581055,48.37088394165039,52.227874755859375,55.540313720703125,58.29264831542969,56.49982833862305,52.606937408447266,58.00415802001953,70.22139739990234,60.0099983215332,56.159568786621094,54.25341796875,52.751853942871094,52.66353225708008,53.527000427246094,54.68659210205078,51.06425476074219,48.19016647338867,61.203948974609375,59.47137451171875,70.06927490234375,77.29569244384766,67.73944091796875,89.63727569580078,83.5001220703125,102.63101959228516,93.72935485839844,148.61134338378906,124.48838806152344,121.62093353271484,135.12086486816406,147.75186157226562,216.54205322265625,215.5579376220703,248.55189514160156,312.12109375,422.8050537109375,532.9223022460938,1066.2149658203125,2207.40625
1,3, von,61.281490325927734,20.53237533569336,25.298158645629883,30.142601013183594,33.678897857666016,39.76041793823242,22.633808135986328,26.140575408935547,40.417598724365234,60.956939697265625,43.36738204956055,61.23908996582031,74.82244873046875,62.257530212402344,72.55766296386719,72.05280303955078,63.68487548828125,55.57502365112305,55.73677444458008,47.103858947753906,47.224159240722656,50.99259567260742,48.65371322631836,46.06259536743164,45.42473220825195,45.083797454833984,54.009029388427734,62.7398681640625,59.01405334472656,62.513710021972656,58.314056396484375,65.84382629394531,82.4616928100586,77.486328125,70.47098541259766,60.27150344848633,65.23870086669922,59.16275405883789,62.83656692504883,52.72855758666992,53.70916748046875,51.18970489501953,55.378265380859375,59.45439910888672,71.5300064086914,71.04010009765625,84.78631591796875,89.46559143066406,94.78262329101562,118.60799407958984,114.66830444335938,129.07176208496094,119.18175506591797,139.5444793701172,137.4512481689453,173.49609375,221.02957153320312,243.163330078125,260.20166015625,345.1666564941406,444.3378601074219,526.591552734375,909.8070678710938,2088.84375
1,4, Frank,72.0113525390625,21.679189682006836,22.560739517211914,33.36349868774414,43.07573318481445,30.399145126342773,54.12409210205078,48.027339935302734,59.85918426513672,45.73332214355469,56.425411224365234,51.84562301635742,53.64348220825195,52.629276275634766,46.40694808959961,46.4318733215332,50.32109069824219,40.871036529541016,41.30015563964844,54.28232955932617,48.862091064453125,46.23041534423828,47.45316696166992,39.43830490112305,34.877586364746094,36.389549255371094,43.93874740600586,49.26548767089844,45.85789108276367,47.14122772216797,49.77946090698242,49.843833923339844,56.55036926269531,48.97125244140625,49.84345626831055,49.36444091796875,46.02294921875,48.74287033081055,42.22998809814453,38.842166900634766,42.04979705810547,40.901920318603516,47.5474739074707,52.98903274536133,64.89205932617188,53.65250778198242,55.22315979003906,55.98996353149414,63.891136169433594,119.21284484863281,112.14167785644531,140.00120544433594,143.55101013183594,144.73861694335938,133.24111938476562,194.71463012695312,218.32542419433594,202.7980194091797,191.02978515625,222.7748260498047,271.7763366699219,355.1329040527344,681.2964477539062,1657.477783203125
