prompt_idx,token_pos,token_text,cos_000_to_001,cos_001_to_002,cos_002_to_003,cos_003_to_004,cos_004_to_005,cos_005_to_006,cos_006_to_007,cos_007_to_008,cos_008_to_009,cos_009_to_010,cos_010_to_011,cos_011_to_012,cos_012_to_013,cos_013_to_014,cos_014_to_015,cos_015_to_016,cos_016_to_017,cos_017_to_018,cos_018_to_019,cos_019_to_020,cos_020_to_021,cos_021_to_022,cos_022_to_023,cos_023_to_024,cos_024_to_025,cos_025_to_026,cos_026_to_027,cos_027_to_028,cos_028_to_029,cos_029_to_030,cos_030_to_031,cos_031_to_032,cos_032_to_033,cos_033_to_034,cos_034_to_035,cos_035_to_036,cos_036_to_037,cos_037_to_038,cos_038_to_039,cos_039_to_040,cos_040_to_041,cos_041_to_042,cos_042_to_043,cos_043_to_044,cos_044_to_045,cos_045_to_046,cos_046_to_047,cos_047_to_048,cos_048_to_049,cos_049_to_050,cos_050_to_051,cos_051_to_052,cos_052_to_053,cos_053_to_054,cos_054_to_055,cos_055_to_056,cos_056_to_057,cos_057_to_058,cos_058_to_059,cos_059_to_060,cos_060_to_061,cos_061_to_062,cos_062_to_063,cos_063_to_064
0,0,The,0.07631634175777435,0.9260770678520203,0.9773849844932556,0.9637423753738403,0.5958887338638306,0.9997074604034424,0.9998076558113098,0.9999995827674866,0.9999938607215881,0.9999998211860657,0.9999799132347107,0.9999998807907104,0.9999932050704956,0.999999463558197,0.9999990463256836,0.9999983906745911,0.9999993443489075,0.999999463558197,0.9999998211860657,0.9999977350234985,0.9999993443489075,0.9999996423721313,0.9999930262565613,0.9999991059303284,0.9999998807907104,0.9999995827674866,0.9999996423721313,0.999998927116394,0.9999989867210388,0.9999992847442627,0.9999995231628418,0.999998927116394,0.9999979734420776,0.9999929070472717,0.9999984502792358,0.9999696612358093,0.9999976754188538,0.9999911785125732,0.9999947547912598,0.9999940991401672,0.9999948740005493,0.9999949336051941,0.9999966621398926,0.9999983310699463,0.9999989867210388,0.9999995827674866,0.9999995827674866,0.9999994039535522,0.999999463558197,0.9999969005584717,0.9999988675117493,0.9999988079071045,0.9999987483024597,0.9999986886978149,0.9999988675117493,0.9999987483024597,0.9999943375587463,0.9999930262565613,0.9999815225601196,0.9999210834503174,0.9987367987632751,0.9992985725402832,0.9962591528892517,0.3367931544780731
0,1, capital,0.1368996649980545,0.9723083972930908,0.9745004773139954,0.9562277793884277,0.9505380988121033,0.9706920981407166,0.9731482267379761,0.9610796570777893,0.922073483467102,0.966609537601471,0.9767603278160095,0.977904736995697,0.9737948775291443,0.9727374315261841,0.9737585783004761,0.9733834862709045,0.9785153865814209,0.98317950963974,0.9839415550231934,0.9861606359481812,0.9869331121444702,0.9863446950912476,0.9881214499473572,0.9894289970397949,0.9919120669364929,0.9899606704711914,0.9884957075119019,0.9879578351974487,0.9879768490791321,0.9883626699447632,0.9692485928535461,0.9863083958625793,0.9814793467521667,0.9824061989784241,0.986116349697113,0.9878391027450562,0.989770233631134,0.9887067675590515,0.9907404184341431,0.990071177482605,0.9906119704246521,0.9906005859375,0.9862751960754395,0.9846366047859192,0.982879638671875,0.9867525696754456,0.9732297658920288,0.9869092702865601,0.985012948513031,0.9353863000869751,0.9789189696311951,0.9403899312019348,0.9746921062469482,0.9729077816009521,0.9725072979927063,0.97027188539505,0.9757813215255737,0.9724249839782715,0.9756163954734802,0.9710544943809509,0.970262348651886,0.9666267037391663,0.950567364692688,0.41262227296829224
0,2, of,0.08269988745450974,0.9677179455757141,0.9721899032592773,0.9552769660949707,0.9251726269721985,0.9568123817443848,0.9559186100959778,0.9461758732795715,0.8686375021934509,0.9327716827392578,0.9642480611801147,0.9630570411682129,0.9543428421020508,0.9574095010757446,0.9572150707244873,0.9551164507865906,0.9637522101402283,0.9714676737785339,0.9740143418312073,0.9762884378433228,0.9765679240226746,0.9765723347663879,0.9809550046920776,0.9816760420799255,0.9849498271942139,0.9819958806037903,0.9790525436401367,0.97882479429245,0.9788346886634827,0.9795808792114258,0.974312961101532,0.9794429540634155,0.9645792245864868,0.9687379598617554,0.9730567932128906,0.9757698178291321,0.9768393039703369,0.979985773563385,0.9803145527839661,0.9829703569412231,0.9847537279129028,0.9833394289016724,0.976568341255188,0.976036787033081,0.9673316478729248,0.9790964126586914,0.974277675151825,0.9740859270095825,0.9693808555603027,0.9590696692466736,0.9703765511512756,0.9675322771072388,0.9770514369010925,0.9786822199821472,0.9779309034347534,0.982663094997406,0.9834693074226379,0.9804531931877136,0.9833402037620544,0.9817967414855957,0.9807510375976562,0.9736518263816833,0.954746425151825,0.4063294231891632
0,3, France,0.1041080579161644,0.9691790342330933,0.9445110559463501,0.9625718593597412,0.9222835302352905,0.954868733882904,0.9775205850601196,0.9796643257141113,0.9644321799278259,0.9771865010261536,0.9607024192810059,0.9590566158294678,0.938066303730011,0.9377249479293823,0.9477887749671936,0.9236928224563599,0.9492558836936951,0.9651975631713867,0.9718864560127258,0.9711565971374512,0.9765649437904358,0.9773861765861511,0.9765313863754272,0.9816962480545044,0.982454240322113,0.9817659854888916,0.9769083261489868,0.9786967039108276,0.9803797602653503,0.9812334775924683,0.9779532551765442,0.9762683510780334,0.9521353840827942,0.9712873697280884,0.972101628780365,0.9705072045326233,0.9713702201843262,0.9760330319404602,0.9788380861282349,0.9852921366691589,0.9845020771026611,0.9863272309303284,0.9825910925865173,0.9772377014160156,0.9788722395896912,0.982359766960144,0.985351026058197,0.9845197200775146,0.9843225479125977,0.9762445092201233,0.9829996824264526,0.9814047813415527,0.9872914552688599,0.9874670505523682,0.9886389970779419,0.9841037392616272,0.9848754405975342,0.989905595779419,0.9902430772781372,0.9838300347328186,0.9870761632919312,0.9772161245346069,0.9435562491416931,0.3817543685436249
0,4, is,0.1289486587047577,0.9560767412185669,0.9791614413261414,0.9639894962310791,0.9042434692382812,0.945382833480835,0.9563619494438171,0.9608826637268066,0.9352951049804688,0.9348032474517822,0.96665358543396,0.9637157917022705,0.9336086511611938,0.9499975442886353,0.9495091438293457,0.9408111572265625,0.9392574429512024,0.9583306908607483,0.9670071005821228,0.9644036889076233,0.9653516411781311,0.9677411913871765,0.974022626876831,0.9753221869468689,0.9770973920822144,0.9738959074020386,0.9625567197799683,0.9687649011611938,0.9667735695838928,0.9648685455322266,0.9654058814048767,0.9663721323013306,0.9473754167556763,0.9542877078056335,0.9600409865379333,0.9692302346229553,0.9641976952552795,0.9713659882545471,0.9760730266571045,0.9805458784103394,0.9795829653739929,0.9799224138259888,0.9733654856681824,0.9720523953437805,0.9708208441734314,0.9763907790184021,0.9767590761184692,0.9736762642860413,0.9775555729866028,0.9722357392311096,0.9771686792373657,0.9632455110549927,0.9793879389762878,0.979161262512207,0.9769080877304077,0.9729079008102417,0.9784771203994751,0.9837546348571777,0.9819405674934387,0.9768779873847961,0.98195481300354,0.9751603007316589,0.9480365514755249,0.4256730079650879
1,0,Die,0.12989434599876404,0.9491608738899231,0.9537473320960999,0.8743187785148621,0.25544655323028564,0.999625563621521,0.999764621257782,0.9999976754188538,0.9999939203262329,0.9999996423721313,0.9999750852584839,0.9999995827674866,0.9999918341636658,0.9999993443489075,0.999998927116394,0.9999977946281433,0.9999993443489075,0.9999995827674866,0.9999996423721313,0.9999973773956299,0.9999992847442627,0.9999995231628418,0.9999912977218628,0.9999988675117493,0.9999998211860657,0.9999995827674866,0.9999994039535522,0.9999986886978149,0.9999986886978149,0.9999992847442627,0.9999995231628418,0.9999988675117493,0.9999978542327881,0.9999914169311523,0.9999982714653015,0.9999630451202393,0.9999974370002747,0.99998939037323,0.9999937415122986,0.9999929070472717,0.9999935626983643,0.9999938607215881,0.9999958872795105,0.9999980926513672,0.9999990463256836,0.9999994039535522,0.9999993443489075,0.9999994039535522,0.999999463558197,0.9999964237213135,0.9999987483024597,0.9999988079071045,0.9999985098838806,0.9999984502792358,0.9999985694885254,0.9999982714653015,0.9999930262565613,0.9999916553497314,0.9999779462814331,0.9999385476112366,0.9986096024513245,0.999182403087616,0.9960376620292664,0.3069201409816742
1,1, Haupt,0.12358883023262024,0.9653998017311096,0.9601366519927979,0.9155018329620361,0.9238671064376831,0.9510359764099121,0.8721369504928589,0.9741461277008057,0.955854594707489,0.956722617149353,0.9695943593978882,0.9713780879974365,0.958279550075531,0.9680468440055847,0.9724298119544983,0.9762693643569946,0.9785529375076294,0.9838346838951111,0.9805464744567871,0.9805970788002014,0.9885227680206299,0.9871588349342346,0.9898204803466797,0.9872669577598572,0.9912920594215393,0.9918625950813293,0.9896378517150879,0.9880849719047546,0.9869819283485413,0.987001895904541,0.9864531755447388,0.9866441488265991,0.9769585132598877,0.9833185076713562,0.9845734238624573,0.9846608638763428,0.9878100156784058,0.9852146506309509,0.9867897033691406,0.9855567812919617,0.9872468709945679,0.993490993976593,0.9896084070205688,0.9898321032524109,0.9856220483779907,0.9818269610404968,0.9853434562683105,0.9818141460418701,0.9839287996292114,0.9606505632400513,0.9687250256538391,0.9500709772109985,0.9667438268661499,0.9711257219314575,0.9770150184631348,0.9765340089797974,0.9751487970352173,0.9798036217689514,0.9763837456703186,0.9727419018745422,0.9532992839813232,0.9465509653091431,0.9179468750953674,0.4590390920639038
1,2,stadt,0.10922393202781677,0.9649960994720459,0.9536195397377014,0.8928588032722473,0.8458397388458252,0.93699049949646,0.8381750583648682,0.9731323719024658,0.9066303968429565,0.9642226696014404,0.9644992351531982,0.950645923614502,0.9411007165908813,0.9579617381095886,0.9572924375534058,0.9500074982643127,0.9605745077133179,0.9729787707328796,0.9745212197303772,0.9771406054496765,0.9777989983558655,0.9782381057739258,0.979102373123169,0.9811388850212097,0.984394907951355,0.9816722273826599,0.9795900583267212,0.9780229926109314,0.9774896502494812,0.9800032377243042,0.9829703569412231,0.9798494577407837,0.971632719039917,0.9795811772346497,0.9821792244911194,0.9835630655288696,0.9848628044128418,0.9850018620491028,0.9852692484855652,0.9858965277671814,0.9889050126075745,0.9897511601448059,0.9834475517272949,0.9848417639732361,0.983036994934082,0.9814154505729675,0.9856205582618713,0.9775092601776123,0.9830410480499268,0.9785399436950684,0.9827181100845337,0.9674708247184753,0.978581428527832,0.9830858111381531,0.9813717603683472,0.9822537899017334,0.9721223711967468,0.9735289812088013,0.9732449650764465,0.9689635038375854,0.9509633779525757,0.955718457698822,0.9067192673683167,0.45016199350357056
1,3, von,0.14306485652923584,0.9550034999847412,0.9458792805671692,0.9381011128425598,0.9351288676261902,0.9324795603752136,0.9796995520591736,0.9741202592849731,0.9414829611778259,0.909174919128418,0.9583061933517456,0.9307509064674377,0.909471869468689,0.9432910680770874,0.9327977895736694,0.9400692582130432,0.9563741087913513,0.9677770733833313,0.9677746295928955,0.9770796298980713,0.9776937365531921,0.9749679565429688,0.9775459170341492,0.9797382354736328,0.9801005721092224,0.9810130596160889,0.9739331603050232,0.9673668146133423,0.9713546633720398,0.967697024345398,0.9718226790428162,0.9645147919654846,0.9466073513031006,0.9557161331176758,0.9645046591758728,0.9739322662353516,0.9690458178520203,0.9748533368110657,0.9737275838851929,0.9819923043251038,0.982542872428894,0.9840711951255798,0.9812071919441223,0.9791340231895447,0.9739073514938354,0.9756266474723816,0.9679351449012756,0.9690529108047485,0.9696385860443115,0.9605834484100342,0.966965913772583,0.9647288918495178,0.9746071696281433,0.9724366068840027,0.9774748682975769,0.9715146422386169,0.9649527072906494,0.9641711711883545,0.968824565410614,0.9612921476364136,0.9504866600036621,0.9579512476921082,0.9225060939788818,0.470445841550827
1,4, Frank,0.10374310612678528,0.9638841152191162,0.9676311016082764,0.948716402053833,0.9337045550346375,0.9704801440238953,0.931150496006012,0.9495235085487366,0.9344635009765625,0.9629545211791992,0.9517452120780945,0.9616990089416504,0.9589787125587463,0.958104133605957,0.966753363609314,0.9672741889953613,0.9644140005111694,0.9774324893951416,0.9784187078475952,0.9668201804161072,0.9744901061058044,0.977738082408905,0.9771647453308105,0.9842591285705566,0.9875501394271851,0.9867940545082092,0.9808772802352905,0.9764043688774109,0.9805331230163574,0.9799271821975708,0.978379487991333,0.9800381064414978,0.9750967025756836,0.9821434617042542,0.9818382859230042,0.9829621911048889,0.9859259128570557,0.9843960404396057,0.9888975024223328,0.990630567073822,0.9898463487625122,0.9903404116630554,0.9860203862190247,0.9837280511856079,0.9797214865684509,0.9864809513092041,0.9859505295753479,0.9866006374359131,0.9842307567596436,0.957567572593689,0.9689621329307556,0.9652690887451172,0.9687544107437134,0.9743406772613525,0.9798038601875305,0.9683204293251038,0.9656283259391785,0.9765334725379944,0.981054961681366,0.9779033064842224,0.9734357595443726,0.9682157039642334,0.931195855140686,0.39553728699684143
