prompt_idx,token_pos,token_text,cos_000_to_001,cos_001_to_002,cos_002_to_003,cos_003_to_004,cos_004_to_005,cos_005_to_006,cos_006_to_007,cos_007_to_008,cos_008_to_009,cos_009_to_010,cos_010_to_011,cos_011_to_012,cos_012_to_013,cos_013_to_014,cos_014_to_015,cos_015_to_016,cos_016_to_017,cos_017_to_018,cos_018_to_019,cos_019_to_020,cos_020_to_021,cos_021_to_022,cos_022_to_023,cos_023_to_024,cos_024_to_025,cos_025_to_026,cos_026_to_027,cos_027_to_028
0,0,The,-0.04143115133047104,0.4710748791694641,0.9883286356925964,0.9999688267707825,0.9999610781669617,0.9999594688415527,0.999979555606842,0.9999749660491943,0.9999792575836182,0.9999892711639404,0.9999895095825195,0.9999874830245972,0.9999915361404419,0.9999876022338867,0.9999936819076538,0.999995768070221,0.9999915361404419,0.9999906420707703,0.9999929070472717,0.9999939203262329,0.9999829530715942,0.9999754428863525,0.9999790787696838,0.9999570846557617,0.9998358488082886,0.998526930809021,0.9320598840713501,0.14995183050632477
0,1, dogs,0.08328790217638016,0.9215596318244934,0.8271340131759644,0.9448579549789429,0.9383785724639893,0.9466949105262756,0.9445704817771912,0.9346712827682495,0.9502326250076294,0.9576347470283508,0.9584046006202698,0.9546853303909302,0.969702959060669,0.969184398651123,0.9727349281311035,0.9788411259651184,0.9765318632125854,0.9736894965171814,0.9680619835853577,0.921105682849884,0.9692177176475525,0.9429402947425842,0.9522799849510193,0.9393623471260071,0.9355205297470093,0.9294570684432983,0.907758355140686,0.597763180732727
0,2, are,0.004002346191555262,0.8972190618515015,0.8681097626686096,0.8832098841667175,0.8605988025665283,0.9107539653778076,0.8690455555915833,0.8805353045463562,0.8589350581169128,0.8841503262519836,0.91124027967453,0.9364322423934937,0.9472428560256958,0.9237982630729675,0.9573836326599121,0.9578205347061157,0.9650316834449768,0.9634618759155273,0.9451492428779602,0.9496220350265503,0.9386729598045349,0.9055304527282715,0.9148007035255432,0.9058282971382141,0.8994957804679871,0.9122567176818848,0.8936746716499329,0.7324145436286926
0,3, running,0.035110071301460266,0.8973258137702942,0.9115741848945618,0.8894841074943542,0.8100515604019165,0.8913827538490295,0.9087408781051636,0.9013184905052185,0.9145750403404236,0.9170644283294678,0.9347560405731201,0.9341112375259399,0.953590452671051,0.9332660436630249,0.9543939828872681,0.9473553895950317,0.9712969660758972,0.9576525688171387,0.9468500018119812,0.9373959898948669,0.9151996374130249,0.9150593280792236,0.9083375334739685,0.9207126498222351,0.8786624073982239,0.9405181407928467,0.9002344608306885,0.6149116158485413
0,4, in,-0.07490351051092148,0.904555082321167,0.8950477838516235,0.9042552709579468,0.7845886945724487,0.8731760382652283,0.8482440114021301,0.8802220821380615,0.8742901086807251,0.9108865261077881,0.9299664497375488,0.9306228756904602,0.9486498832702637,0.9284748435020447,0.949852705001831,0.9343355298042297,0.9570426940917969,0.9488776326179504,0.9300254583358765,0.9156476855278015,0.9115359783172607,0.9175272583961487,0.8940247297286987,0.902945876121521,0.8670158982276917,0.9189847707748413,0.8760185837745667,0.6985248327255249
0,5, the,-0.12653394043445587,0.9263531565666199,0.8926728367805481,0.9036381840705872,0.8382726907730103,0.9106468558311462,0.8803154230117798,0.8936092257499695,0.9008051753044128,0.9133185148239136,0.9382389187812805,0.9418298006057739,0.9562211632728577,0.934523344039917,0.9613473415374756,0.9612512588500977,0.9749923348426819,0.9690358638763428,0.9429088830947876,0.9332522749900818,0.9364873170852661,0.933527410030365,0.898231029510498,0.9178287386894226,0.9035154581069946,0.9104867577552795,0.9125136733055115,0.6376973390579224
1,0,The,-0.04143115133047104,0.4710748791694641,0.9883286356925964,0.9999688267707825,0.9999610781669617,0.9999594688415527,0.999979555606842,0.9999749660491943,0.9999792575836182,0.9999892711639404,0.9999895095825195,0.9999874830245972,0.9999915361404419,0.9999876022338867,0.9999936819076538,0.999995768070221,0.9999915361404419,0.9999906420707703,0.9999929070472717,0.9999939203262329,0.9999829530715942,0.9999754428863525,0.9999790787696838,0.9999570846557617,0.9998358488082886,0.998526930809021,0.9320598840713501,0.14995183050632477
1,1, cats,0.055480942130088806,0.9181944131851196,0.8769460916519165,0.8983129858970642,0.9129517078399658,0.9327511191368103,0.933637261390686,0.9307340383529663,0.9507588148117065,0.9467364549636841,0.9721684455871582,0.963554322719574,0.97475665807724,0.9739404916763306,0.9798435568809509,0.9778705835342407,0.9791534543037415,0.9734905362129211,0.9699743986129761,0.9357541799545288,0.9734100699424744,0.9455471038818359,0.9697387218475342,0.9540613293647766,0.9650783538818359,0.9672587513923645,0.9605540037155151,0.4597454369068146
1,2, are,0.006121646612882614,0.8955682516098022,0.8557236790657043,0.8755977749824524,0.8345932960510254,0.9138630628585815,0.8769784569740295,0.8925160765647888,0.8743585348129272,0.9048543572425842,0.9244760274887085,0.9331170320510864,0.9503146409988403,0.9311745762825012,0.9460600018501282,0.9516009092330933,0.9606285095214844,0.9589555263519287,0.9366214275360107,0.934309184551239,0.940061092376709,0.9302836656570435,0.9494243860244751,0.9434253573417664,0.9534425735473633,0.9730398058891296,0.9541858434677124,0.46945539116859436
1,3, sleeping,0.03739182651042938,0.9167363047599792,0.808433473110199,0.9289525747299194,0.8513598442077637,0.9101318717002869,0.9149119853973389,0.9112154245376587,0.9203397035598755,0.9348298907279968,0.9403272271156311,0.9394620060920715,0.9567742347717285,0.9387697577476501,0.9480332136154175,0.943396806716919,0.9599429368972778,0.9506832361221313,0.9478393793106079,0.8968396782875061,0.9511231184005737,0.9199061989784241,0.9254205822944641,0.9291068315505981,0.9286881685256958,0.9636012315750122,0.9526564478874207,0.5157893300056458
1,4, on,-0.008090733550488949,0.8813511729240417,0.8180686831474304,0.8858330249786377,0.7475589513778687,0.8169647455215454,0.8607409596443176,0.8557727336883545,0.8762667179107666,0.8728150725364685,0.9003357291221619,0.9141808748245239,0.9229856729507446,0.9115554094314575,0.9311843514442444,0.9508532881736755,0.9539152979850769,0.9491291642189026,0.9251552820205688,0.8944736123085022,0.9199004173278809,0.8767725825309753,0.8985779881477356,0.9142176508903503,0.9060167670249939,0.9502303004264832,0.9396734833717346,0.5714123845100403
1,5, the,-0.1262240707874298,0.9139376282691956,0.8721430897712708,0.8885149359703064,0.7845325469970703,0.8354857563972473,0.866066038608551,0.875897228717804,0.8868663311004639,0.9042490124702454,0.924210250377655,0.890071451663971,0.9267659187316895,0.9355104565620422,0.9524810314178467,0.9524692296981812,0.9710964560508728,0.9678478837013245,0.9277631044387817,0.9134655594825745,0.9265263676643372,0.9279996752738953,0.8846988677978516,0.9147143363952637,0.8920747637748718,0.9503369331359863,0.953444242477417,0.5723932385444641
